"","datetime","doy","hour","Ta_shade","Ta_sun","Tg_avg","SOLR_wm2"
"c.3.28420119275059..17.9026777352629.",2021-01-01 12:00:00,1,12,4.23622209581823,6.27607154045119,10.5934394640068,534.477990089005
"c.3.24768939546162..17.7694753356185.",2021-01-01 13:00:00,1,13,5.36206354071914,7.31473599669424,10.50858236554,519.374773901778
"c.2.96660554866136..15.4532307093532.",2021-01-01 14:00:00,1,14,6.22184482572568,7.79021848867716,9.2099181290073,457.423873623027
"c.2.49449387151532..12.378148059004.",2021-01-01 15:00:00,1,15,6.07129764780803,7.32593596503861,7.43632096525964,327.988087930488
"c.1.74591138554403..6.9969634852586.",2021-01-01 16:00:00,1,16,5.90204798777134,6.54434489149665,4.37143743540131,138.508717045809
"c.1.35957268937552..4.87280765690654.",2021-01-01 17:00:00,1,17,4.28696548776119,4.72104230034568,3.11619017314103,15.2028979400895
"c..0.595710442302004...1.57325712933928.",2021-01-01 18:00:00,1,18,1.95019736458251,1.83471537218448,-1.08448378582064,0
"c..1.67368936400776...3.45732466657083.",2021-01-01 19:00:00,1,19,0.0759499029011904,-0.14530061805231,-2.5655070152893,0
"c.0.100000001490116...4.81400117274166.",2021-01-01 20:00:00,1,20,-1.78754482793503,-2.06022412793188,-2.35700058562577,0
"c.0.100000001490116..0.100000001490116.",2021-01-01 21:00:00,1,21,-3.02408477002577,-3.30353137851405,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..1",2021-01-01 22:00:00,1,22,-4.41948749643881,-4.79980220177081,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..2",2021-01-01 23:00:00,1,23,-4.79416831856675,-5.22342224342774,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..3",2021-01-02 00:00:00,2,0,-5.17661369805161,-5.6490751514352,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..4",2021-01-02 01:00:00,2,1,-5.44407404766808,-5.92931414413377,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..5",2021-01-02 02:00:00,2,2,-5.02303596474487,-5.47016864306832,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..6",2021-01-02 03:00:00,2,3,-5.71297705644545,-6.15458380194106,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..7",2021-01-02 04:00:00,2,4,-4.8247807086956,-5.36200598817206,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..8",2021-01-02 05:00:00,2,5,-4.37138273483117,-4.97142648379687,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..9",2021-01-02 06:00:00,2,6,-3.85668577954862,-4.47059670781221,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..10",2021-01-02 07:00:00,2,7,-3.85705219912327,-4.46730770720661,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..11",2021-01-02 08:00:00,2,8,-2.56948418096592,-3.04643019745925,0.100000001490116,37.6184311954036
"c.0.100000001490116..0.100000001490116..12",2021-01-02 09:00:00,2,9,-0.0756940621380787,0.0293487483639379,0.100000001490116,186.849901364325
"c.0.100000001490116..5.83181118856367.",2021-01-02 10:00:00,2,10,2.0671151096552,2.97491727300243,2.96590559502689,358.644885465317
"c..0.112357450324725..10.1924136949805.",2021-01-02 11:00:00,2,11,3.17172630332092,4.35546060798583,5.0400281223279,476.206318334349
"c.0.840837236040792..11.0314297994964.",2021-01-02 12:00:00,2,12,4.62867342657108,5.64417861014743,5.93613351776861,529.581585351509
"c.1.57837161826153..10.430124513237.",2021-01-02 13:00:00,2,13,6.60539379605313,7.41940292665316,6.00424806574925,521.996635169059
"c.1.4914466799864..8.11229534934277.",2021-01-02 14:00:00,2,14,7.13409413822109,7.6679185054712,4.80187101466459,459.692609491522
"c.1.39504452705503..6.2237067155114.",2021-01-02 15:00:00,2,15,7.55116925189005,7.95150981840107,3.80937562128321,333.208861959396
"c.1.08660221555494..2.85129674165308.",2021-01-02 16:00:00,2,16,7.4083197657019,7.54214926825994,1.96894947860401,141.116914937271
"c.1.04814500527948..2.49084237115861.",2021-01-02 17:00:00,2,17,6.40830304086545,6.52501692511239,1.76949368821904,15.8701259692646
"c..0.0242632929712989..0.434999703390115.",2021-01-02 18:00:00,2,18,4.34383658599517,4.38224882122091,0.205368205209408,0
"c.0.096374497611495..1.18491146391848.",2021-01-02 19:00:00,2,19,6.15008027943982,6.24294076767562,0.640642980764987,0
"c.0.0556199182756655..0.0839966440538079.",2021-01-02 20:00:00,2,20,5.73415061652764,5.73631094875665,0.0698082811647367,0
"c..1.30361839055497...1.9411749250115.",2021-01-02 21:00:00,2,21,3.65073345825736,3.60252391718968,-1.62239665778324,0
"c..1.28451946547606...2.20892731242764.",2021-01-02 22:00:00,2,22,3.28602301894332,3.22882322448358,-1.74672338895185,0
"c.0.100000001490116...2.63301182141372.",2021-01-02 23:00:00,2,23,2.04027947440422,1.9954663023128,-1.2665059099618,0
"c.0.100000001490116..0.100000001490116..13",2021-01-03 00:00:00,3,0,0.603461442502237,0.434371677036085,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..14",2021-01-03 01:00:00,3,1,-0.270392682965946,-0.682601068888666,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..15",2021-01-03 02:00:00,3,2,-1.10949897977224,-1.62277863890797,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..16",2021-01-03 03:00:00,3,3,-2.96982938983558,-3.54839039434766,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..17",2021-01-03 04:00:00,3,4,-2.85329327018023,-3.45682977178079,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..18",2021-01-03 05:00:00,3,5,-2.67359391521283,-3.27388028414634,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..19",2021-01-03 06:00:00,3,6,-2.79060383429978,-3.33086573543063,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..20",2021-01-03 07:00:00,3,7,-2.56654186359009,-3.00845450675722,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..21",2021-01-03 08:00:00,3,8,-3.44861277649307,-3.79259837153816,0.100000001490116,37.7204735744143
"c.0.100000001490116..0.100000001490116..22",2021-01-03 09:00:00,3,9,1.2622153754421,1.40171670148381,0.100000001490116,188.645602684243
"c.0.100000001490116..2.11942813269335.",2021-01-03 10:00:00,3,10,3.75475683950432,4.01001749058269,1.10971406709174,363.519166243519
"c..0.117067023267337..8.26013935905995.",2021-01-03 11:00:00,3,11,4.97995866965,6.00728667063367,4.07153616789631,484.944995535478
"c.1.67880412540851..13.6003221859524.",2021-01-03 12:00:00,3,12,7.05145413222531,8.50015087625203,7.63956315568046,537.466734631354
"c.2.56845402731377..13.0556384567083.",2021-01-03 13:00:00,3,13,8.95770165308562,10.0692255814901,7.81204624201103,531.042905805502
"c.2.79670319445627..10.3174019470575.",2021-01-03 14:00:00,3,14,9.90950629079804,10.6005343404709,6.55705257075687,462.826006305898
"c.2.63780042046255..7.80041901578013.",2021-01-03 15:00:00,3,15,10.0547907206898,10.5167331434975,5.21910971812134,331.467280410783
"c.2.20606391792331..4.59582403097744.",2021-01-03 16:00:00,3,16,9.86860438502955,10.0794662263219,3.40094397445038,139.750897301488
"c.2.11830257064316..3.71613638158591.",2021-01-03 17:00:00,3,17,8.29125069366109,8.43881450504594,2.91721947611453,16.1008658822831
"c.0.592723943473717...0.759576760019084.",2021-01-03 18:00:00,3,18,7.14608670710974,7.02895191885625,-0.0834264082726833,0
"c..0.141716482018438...1.50001715349116.",2021-01-03 19:00:00,3,19,5.79272809896405,5.67619807427265,-0.820866817754798,0
"c..0.925972609091366...2.33846979790109.",2021-01-03 20:00:00,3,20,3.65752465148378,3.52803787849245,-1.63222120349623,0
"c..0.922506465795376...2.32274204665962.",2021-01-03 21:00:00,3,21,4.19322466495376,4.06339569392053,-1.6226242562275,0
"c..0.15763451793535...1.68781843442122.",2021-01-03 22:00:00,3,22,6.78757233990046,6.62439382735387,-0.922726476178284,0
"c.0.389763240862105...1.90822950937607.",2021-01-03 23:00:00,3,23,6.13119646261032,5.83182732283642,-0.759233134256981,0
"c.0.198839461201479...2.13361071072709.",2021-01-04 00:00:00,4,0,5.62320330162396,5.36753467038676,-0.967385624762805,0
"c.0.213806877992652...0.100000001490116.",2021-01-04 01:00:00,4,1,5.47536520820629,5.09237883838365,0.056903438251268,0
"c.0.228798986075558...3.26911150259384.",2021-01-04 02:00:00,4,2,5.21731240751621,4.7232091847269,-1.52015625825914,0
"c..0.347719436672861...4.19939839001553.",2021-01-04 03:00:00,4,3,3.08937788327977,2.5453025016595,-2.2735589133442,0
"c..1.05813576403452...4.6104411066039.",2021-01-04 04:00:00,4,4,3.67000392630768,3.16821706704391,-2.83428843531921,0
"c..0.933209392596663...4.52458265925177.",2021-01-04 05:00:00,4,5,3.13041872147144,2.64575196796078,-2.72889602592421,0
"c..1.11599996331461...4.51066327354997.",2021-01-04 06:00:00,4,6,3.00488501913387,2.54489021015017,-2.81333161843229,0
"c..1.17439989442822...4.69907819464094.",2021-01-04 07:00:00,4,7,2.78502330525769,2.30286921016855,-2.93673904453458,0
"c..0.980937300328051...3.93180211919883.",2021-01-04 08:00:00,4,8,2.67164550921609,2.27101275489626,-2.45636970976344,36.5694560290656
"c.0.0960693137724507..1.25284500749173.",2021-01-04 09:00:00,4,9,5.76147784823036,5.92488014230348,0.674457160632089,185.572963928061
"c.2.30168410869072..9.16007916630997.",2021-01-04 10:00:00,4,10,10.3044828282091,11.2193278489823,5.73088163750035,359.756427153096
"c.3.61025081869067..14.2558966899613.",2021-01-04 11:00:00,4,11,8.80053925641019,10.1830229177298,8.93307375432597,483.301234448858
"c.4.2154367116924..16.0767361862814.",2021-01-04 12:00:00,4,12,9.81718122757704,11.2538435965909,10.1460864489869,539.715855474207
"c.5.04067778285513..16.8433841005521.",2021-01-04 13:00:00,4,13,12.2287728375543,13.6239445890226,10.9420309417036,535.826331441461
"c.5.62244545860018..15.9659132605866.",2021-01-04 14:00:00,4,14,13.0757036552312,14.2780823799479,10.7941793595934,468.153380923119
"c.5.22140328589538..13.6832593422457.",2021-01-04 15:00:00,4,15,12.859703439869,13.8811383879197,9.45233131407052,336.247440615371
"c.4.70746381270578..9.26088798960106.",2021-01-04 16:00:00,4,16,12.4923464019769,13.0532401764984,6.98417590115342,143.441796410059
"c.4.08029129782361..7.60435375984499.",2021-01-04 17:00:00,4,17,11.3652613532527,11.8421180964513,5.8423225288343,17.1512781540924
"c.3.1681576703135..2.27165831776337.",2021-01-04 18:00:00,4,18,10.6118169216884,10.4918558304651,2.71990799403843,0
"c.2.53011827104555..0.87875341050431.",2021-01-04 19:00:00,4,19,8.40747803488071,8.20382147727072,1.70443584077493,0
"c.1.15707258230123...1.18305291392831.",2021-01-04 20:00:00,4,20,3.39891361042236,3.11638070674589,-0.0129901658135415,0
"c..0.545006505534964...2.13306486860309.",2021-01-04 21:00:00,4,21,1.74163948268889,1.55602247914355,-1.33903568706903,0
"c..0.998172906729521...1.86836635118391.",2021-01-04 22:00:00,4,22,0.381780756443609,0.280881265132063,-1.43326962895671,0
"c..1.29866161542008...0.763844508817839.",2021-01-04 23:00:00,4,23,1.9823692858467,2.04596285229065,-1.03125306211896,0
"c..1.0573027433011...1.14123800462429.",2021-01-05 00:00:00,5,0,1.37353873702812,1.36321901832243,-1.0992703739627,0
"c..1.3044908205141...2.92507149020627.",2021-01-05 01:00:00,5,1,1.47659180546802,1.27450614066638,-2.11478115536018,0
"c..1.51660397639873..0.100000001490116.",2021-01-05 02:00:00,5,2,1.23918294365644,0.939395621647788,-0.708301987454309,0
"c.0.100000001490116..0.100000001490116..23",2021-01-05 03:00:00,5,3,0.846309620259147,0.714161091372491,0.100000001490116,0
"c.0.100000001490116...1.60723069414275.",2021-01-05 04:00:00,5,4,1.88922219210344,1.89605815863554,-0.753615346326316,0
"c.0.100000001490116...0.528524313343701.",2021-01-05 05:00:00,5,5,3.17079575503483,3.25749756884444,-0.214262155926792,0
"c..0.558057026951852..0.73549898323811.",2021-01-05 06:00:00,5,6,5.18670711182499,5.36943053930082,0.0887209781431288,0
"c..0.0427098466084452..1.39785822557388.",2021-01-05 07:00:00,5,7,5.26289730878461,5.4663871720668,0.677574189482718,0
"c.0.316954324698187..2.13629981653002.",2021-01-05 08:00:00,5,8,4.45045588682411,4.70745059088907,1.22662707061411,30.4455451973692
"c.1.13415467449689..6.44287410252191.",2021-01-05 09:00:00,5,9,6.52494832818264,7.27484040997493,3.7885143885094,173.972249627938
"c.3.0461359369535..13.6934309387774.",2021-01-05 10:00:00,5,10,11.1347795522693,12.6032358793113,8.36978343786544,346.402833547907
"c.4.88603516233225..17.078791708718.",2021-01-05 11:00:00,5,11,13.4244387547021,14.8859526616885,10.9824134355251,468.389460224581
"c.5.0988456157675..16.6410975676534.",2021-01-05 12:00:00,5,12,11.13422013952,12.385418688652,10.8699715917104,524.22950323303
"c.5.24481386629311..14.5301356179928.",2021-01-05 13:00:00,5,13,12.9944240635911,13.861325575318,9.88747474214297,523.478043737549
"c.5.22107468158252..11.6595347311398.",2021-01-05 14:00:00,5,14,13.8401363274371,14.3408956338144,8.44030470636116,464.52607611429
"c.5.16257701494982..9.06916516954136.",2021-01-05 15:00:00,5,15,14.1707643866315,14.4458332069103,7.11587109224559,336.940269514009
"c.4.58521707778967..6.23278110287242.",2021-01-05 16:00:00,5,16,13.528245573361,13.6437013195088,5.40899909033105,147.388904267593
"c.4.81934945207441..5.87025625884809.",2021-01-05 17:00:00,5,17,11.9595126155855,12.0448707744349,5.34480285546125,18.3577711670194
"c.2.7811283263397..1.7536461689363.",2021-01-05 18:00:00,5,18,9.75900336522352,9.66844766819044,2.267387247638,0
"c.1.40412490678251..0.0495377080035202.",2021-01-05 19:00:00,5,19,6.28156420723144,6.16145196764982,0.726831307393015,0
"c..0.393015803163563...1.96051438041111.",2021-01-05 20:00:00,5,20,3.01178641516664,2.88190240468326,-1.17676509178734,0
"c..0.461471638757649...1.68745702800818.",2021-01-05 21:00:00,5,21,4.055544240309,3.96233799006305,-1.07446433338292,0
"c..1.37706897269823...1.85531771185108.",2021-01-05 22:00:00,5,22,3.29706404017361,3.26758326728418,-1.61619334227465,0
"c..0.100000001490116...3.12734210265559.",2021-01-05 23:00:00,5,23,1.15192230537778,1.10475345857133,-1.61367105207285,0
"c..2.90223424632728..0.100000001490116.",2021-01-06 00:00:00,6,0,0.513868613425725,0.4727219028764,-1.40111712241858,0
"c..2.40654082069994..0.100000001490116.",2021-01-06 01:00:00,6,1,1.75485329903525,1.70548942088898,-1.15327040960491,0
"c..2.17046212881014..0.100000001490116.",2021-01-06 02:00:00,6,2,2.22558886954829,2.16629877646954,-1.03523106366001,0
"c..2.37240904920785..0.100000001490116.",2021-01-06 03:00:00,6,3,0.252315437792578,0.000129098438430564,-1.13620452385887,0
"c..1.94640967704973..0.100000001490116.",2021-01-06 04:00:00,6,4,1.03136968574588,0.588610670346271,-0.923204837779807,0
"c..2.36566349063855..0.100000001490116.",2021-01-06 05:00:00,6,5,-0.806187958788039,-1.19009049314472,-1.13283174457422,0
"c..2.9569667918326..0.100000001490116.",2021-01-06 06:00:00,6,6,-1.22420208941367,-1.55211340330184,-1.42848339517124,0
"c..2.79499140045155..0.100000001490116.",2021-01-06 07:00:00,6,7,-0.132655041231843,-0.489392637446534,-1.34749569948072,0
"c..2.95109417422743..0.100000001490116.",2021-01-06 08:00:00,6,8,-0.807326009171112,-1.07372151846853,-1.42554708636866,38.0644498131273
"c..1.34526154300753..0.196383446815947.",2021-01-06 09:00:00,6,9,3.66498471368795,3.84498738117055,-0.57443904809579,195.236563333686
"c.0.550797881047119..6.78892790682815.",2021-01-06 10:00:00,6,10,6.50880352883342,7.20879532747658,3.66986289393764,375.178852042592
"c.1.50847828058706..10.1575820932332.",2021-01-06 11:00:00,6,11,7.32634448827531,8.22688348572112,5.83303018691014,503.552327374877
"c.1.92845041004571..11.298534260072.",2021-01-06 12:00:00,6,12,8.04959897293379,8.97290594247905,6.61349233505886,562.105348219434
"c.2.60388685752196..12.1620268506504.",2021-01-06 13:00:00,6,13,10.5082387678062,11.458191711475,7.38295685408617,558.987159528417
"c.2.87063479860623..11.6186368769872.",2021-01-06 14:00:00,6,14,11.0477674841566,11.9335385182493,7.24463583779672,490.575016641093
"c.2.93417217016866..10.0416071870801.",2021-01-06 15:00:00,6,15,10.8255650788183,11.5869275177496,6.48788967862437,354.852947341108
"c.2.42079504737747..5.5860211437943.",2021-01-06 16:00:00,6,16,9.95740310976133,10.3081151090967,4.00340809558589,153.569711211201
"c.1.83565140658375..4.48364001917736.",2021-01-06 17:00:00,6,17,8.18667590753689,8.5062599876705,3.15964571288056,19.6402806744133
"c.0.847151034077412...1.59325253174856.",2021-01-06 18:00:00,6,18,8.58384218308797,8.27397168397714,-0.373050748835575,0
"c..0.171700644467896...3.25884659466125.",2021-01-06 19:00:00,6,19,4.77933228848028,4.40059802502099,-1.71527361956457,0
"c.0.100000001490116..0.100000001490116..24",2021-01-06 20:00:00,6,20,1.05561424398762,0.701871193096598,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..25",2021-01-06 21:00:00,6,21,-0.505151276525068,-0.847247530751637,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..26",2021-01-06 22:00:00,6,22,-2.02824023020692,-2.24562781647454,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..27",2021-01-06 23:00:00,6,23,-2.8659570245414,-2.93904448291652,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..28",2021-01-07 00:00:00,7,0,-3.29963687831687,-3.33575805621683,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..29",2021-01-07 01:00:00,7,1,-2.88989307151804,-2.94808922763141,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..30",2021-01-07 02:00:00,7,2,-2.44950495597084,-2.53021447487097,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..31",2021-01-07 03:00:00,7,3,-2.84013670043992,-3.05384514970074,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..32",2021-01-07 04:00:00,7,4,-0.857982327290242,-1.05834442643221,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..33",2021-01-07 05:00:00,7,5,-0.363846034165715,-0.479633408277292,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..34",2021-01-07 06:00:00,7,6,-0.228302167600146,-0.262415696679197,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..35",2021-01-07 07:00:00,7,7,-0.179929923971015,-0.202507466018609,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..36",2021-01-07 08:00:00,7,8,-0.709336603772092,-0.641379283380373,0.100000001490116,34.068242470839
"c.0.100000001490116..2.71950683587336.",2021-01-07 09:00:00,7,9,2.45711785110051,3.09182929467583,1.40975341868174,183.198779785709
"c..0.18878969610002..9.38535896294986.",2021-01-07 10:00:00,7,10,5.78786724061487,7.14027969462823,4.59828463342492,346.153547565699
"c.1.42898854253571..14.1019470479301.",2021-01-07 11:00:00,7,11,7.03118835576786,8.78656932961869,7.76546779523291,488.810548273784
"c.2.71912261523274..15.5582670896225.",2021-01-07 12:00:00,7,12,9.55415998092669,11.0958389394683,9.13869485242763,552.106468125126
"c.3.55711427508012..13.1894535913329.",2021-01-07 13:00:00,7,13,11.8941604613655,12.8112995041584,8.37328393320653,549.349886106191
"c.3.76133686449337..10.7380843171483.",2021-01-07 14:00:00,7,14,12.5990821318854,13.1845999486105,7.24971059082083,482.404811363487
"c.3.57640314560824..8.56169665545516.",2021-01-07 15:00:00,7,15,13.1942707983575,13.6053802646594,6.0690499005317,349.023919490968
"c.3.19766045290071..5.71619610031155.",2021-01-07 16:00:00,7,16,12.754604363376,12.9780277500174,4.45692827660613,151.273476407217
"c.3.14262646509223..4.90779666754653.",2021-01-07 17:00:00,7,17,10.9570260662714,11.1103743431633,4.02521156631938,19.8457766313099
"c.1.68027864958409..0.481515084978235.",2021-01-07 18:00:00,7,18,10.5021523523631,10.4023453078081,1.08089686728116,0
"c.0.680077450394296...1.25949872641072.",2021-01-07 19:00:00,7,19,7.40355463684367,7.22299465538332,-0.289710638008211,0
"c..0.944414234266554...3.56079844484783.",2021-01-07 20:00:00,7,20,3.75667613149283,3.44432939475847,-2.25260633955719,0
"c..1.16830444294388...0.100000001490116.",2021-01-07 21:00:00,7,21,3.70829601905927,3.20452640324414,-0.634152222216998,0
"c..1.205500382121...5.45029604328664.",2021-01-07 22:00:00,7,22,3.3435010402556,2.7438952976107,-3.32789821270382,0
"c.0.100000001490116...5.65067690200475.",2021-01-07 23:00:00,7,23,2.58242531027103,1.98905342423706,-2.77533845025732,0
"c.0.100000001490116...4.5275301627101.",2021-01-08 00:00:00,8,0,2.46135107145419,2.06989265536572,-2.21376508060999,0
"c.0.100000001490116...1.34428669751717.",2021-01-08 01:00:00,8,1,5.38741935631734,5.36428602587516,-0.622143348013528,0
"c..0.726982934663257..0.562794415812612.",2021-01-08 02:00:00,8,2,5.25108236301436,5.43327202956389,-0.0820942594253226,0
"c..0.682195057676361..0.873020907651092.",2021-01-08 03:00:00,8,3,4.83138474960637,5.05106939365053,0.0954129249873652,0
"c..0.656347405907619..0.751529309352911.",2021-01-08 04:00:00,8,4,5.46670808132512,5.66293087933937,0.0475909517226462,0
"c..0.896021940627304..0.262426522610857.",2021-01-08 05:00:00,8,5,4.38365721576786,4.53555004238717,-0.316797709008224,0
"c.0.100000001490116...0.580872045461236.",2021-01-08 06:00:00,8,6,4.0571546698032,4.14096266964442,-0.24043602198556,0
"c.0.100000001490116...0.806364515552197.",2021-01-08 07:00:00,8,7,3.95217360750296,4.04093697815258,-0.353182257031041,0
"c.0.100000001490116..0.431953043481711.",2021-01-08 08:00:00,8,8,4.76234183460962,4.96640074092629,0.265976522485913,33.6401033925776
"c..0.251477118968459..4.8545755416043.",2021-01-08 09:00:00,8,9,6.58531475778099,7.29849729707916,2.30154921131792,185.449730760052
"c.1.9739190797427..11.4913128425178.",2021-01-08 10:00:00,8,10,11.0782878904044,12.3505036694628,6.73261596113024,361.991383826202
"c.3.30754416381696..15.5191680459405.",2021-01-08 11:00:00,8,11,9.50084433493135,11.0500033421364,9.41335610487872,492.500638336685
"c.4.17606692935342..17.7820089756975.",2021-01-08 12:00:00,8,12,11.2396792190099,12.9247176749543,10.9790379525255,551.252736450855
"c.4.87262827369268..17.7612592405506.",2021-01-08 13:00:00,8,13,13.0686007163573,14.6028429395573,11.3169437571216,549.119872743436
"c.4.97972017449369..15.213822142072.",2021-01-08 14:00:00,8,14,13.5596965280174,14.6779870885504,10.0967711582829,484.903922551403
"c.4.64190434909395..11.365951591312.",2021-01-08 15:00:00,8,15,13.9218959965487,14.5743779256191,8.00392797020298,351.849755289576
"c.4.13369684900263..7.13782225587477.",2021-01-08 16:00:00,8,16,13.6015024610245,13.8927825731103,5.6357595524387,152.796191147937
"c.4.01772006019531..6.85904800202457.",2021-01-08 17:00:00,8,17,11.7189878168883,11.9906342531651,5.43838403110994,20.6091327211537
"c.2.68976972389192..2.33855391993104.",2021-01-08 18:00:00,8,18,10.6584020109743,10.6230557692976,2.51416182191148,0
"c.2.06682796756427..1.67363950732037.",2021-01-08 19:00:00,8,19,8.76355146919748,8.72273867473255,1.87023373744232,0
"c.1.08044282479092..0.575950648770317.",2021-01-08 20:00:00,8,20,6.24542043180295,6.19114171363034,0.828196736780619,0
"c.0.775073061345529..0.903470154889844.",2021-01-08 21:00:00,8,21,5.63963120671256,5.65718303966452,0.839271608117687,0
"c.1.54064022199793..2.73651871796631.",2021-01-08 22:00:00,8,22,8.92652992309733,9.08769266900059,2.13857946998212,0
"c.1.96308321114942..1.85871715304902.",2021-01-08 23:00:00,8,23,8.28199802557782,8.2692816160628,1.91090018209922,0
"c.0.720948916760762...0.420427622187287.",2021-01-09 00:00:00,9,0,6.49729025132476,6.36193119854101,0.150260647286738,0
"c.0.459942040260446...1.58945140578601.",2021-01-09 01:00:00,9,1,6.58316618641347,6.33076309357573,-0.564754682762782,0
"c.0.566628897367005...2.52553492620071.",2021-01-09 02:00:00,9,2,6.25331413384362,5.86411171241089,-0.979453014416852,0
"c..1.56278724886582..0.100000001490116.",2021-01-09 03:00:00,9,3,-0.972150964422839,-1.44126642828874,-0.731393623687854,0
"c.0.100000001490116..0.100000001490116..37",2021-01-09 04:00:00,9,4,-1.2785500987426,-1.65774667617014,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..38",2021-01-09 05:00:00,9,5,-0.934305850735494,-1.30971072973523,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..39",2021-01-09 06:00:00,9,6,-0.159846114838165,-0.562761489890683,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..40",2021-01-09 07:00:00,9,7,-0.424905390735562,-0.82784570933968,0.100000001490116,0
"c.0.100000001490116..0.100000001490116..41",2021-01-09 08:00:00,9,8,-0.191195552648332,-0.462096945603664,0.100000001490116,36.5673443987279
"c.0.100000001490116..0.137112129217878.",2021-01-09 09:00:00,9,9,3.56176353011147,3.7496874146901,0.118556065353997,192.33512849836
"c.0.480051398202279..8.07428968539579.",2021-01-09 10:00:00,9,10,6.11697753094441,6.89276416991775,4.27717054179904,370.768235893644
"c.1.68360428285011..10.4731002572635.",2021-01-09 11:00:00,9,11,7.32787154427363,8.11548779090558,6.0783522700568,492.971438749969
"c.1.85495740191117..8.73018616377487.",2021-01-09 12:00:00,9,12,7.94087308096792,8.46095167248966,5.29257178284302,549.229475756922
"c.3.70419112612914..9.84298039510229.",2021-01-09 13:00:00,9,13,12.8886884759368,13.3167633134699,6.77358576061571,557.052445720639
"c.3.55907889148284..11.5666160587363.",2021-01-09 14:00:00,9,14,13.2737494427038,13.8150808077037,7.56284747510957,490.642686477842
"c.3.07440077926814..13.7796971246413.",2021-01-09 15:00:00,9,15,12.6126862309949,13.2587428609694,8.4270489519547,356.716575440726
"c.2.42589318389965..11.0276889018645.",2021-01-09 16:00:00,9,16,11.7694553128386,12.2926262156304,6.72679104288207,157.379819096164
"c.2.41637916535904..10.3247116631231.",2021-01-09 17:00:00,9,17,10.7080097467788,11.2254537582443,6.3705454142411,22.1223772304048
"c.1.59864337613959..5.18214956852524.",2021-01-09 18:00:00,9,18,9.51597816351841,9.76558610351215,3.39039647233242,0
"c.1.20337353164744..2.97765714579648.",2021-01-09 19:00:00,9,19,7.80750004249369,7.94421938410573,2.09051533872196,0
"c..2.32524926549375...1.51777365863649.",2021-01-09 20:00:00,9,20,1.66865283212537,1.72805298333146,-1.92151146206512,0
"c..0.100000001490116...3.11649280525206.",2021-01-09 21:00:00,9,21,-0.0201872229130513,-0.0300974694829638,-1.60824640337109,0
"c..3.86262157712715...4.19092901014387.",2021-01-09 22:00:00,9,22,-1.19434343898294,-1.21356612230502,-4.02677529363551,0
"c..4.70294885119124..0.100000001490116.",2021-01-09 23:00:00,9,23,-2.2032123243844,-2.25271737350577,-2.30147442485056,0
"c..5.17617887572174..0.100000001490116.",2021-01-10 00:00:00,10,0,-3.27349058292581,-3.51262647368629,-2.53808943711581,0
"c..5.12269781153517..0.100000001490116.",2021-01-10 01:00:00,10,1,-2.98417565565537,-3.27969572172792,-2.51134890502253,0
"c..5.28131950093956..0.100000001490116.",2021-01-10 02:00:00,10,2,-3.42315690201405,-3.77909063038577,-2.59065974972472,0
"c..5.96294009174655..0.100000001490116.",2021-01-10 03:00:00,10,3,-5.53274455115801,-5.97334699139949,-2.93147004512822,0
"c..6.2007175101597..0.100000001490116.",2021-01-10 04:00:00,10,4,-5.48852332065596,-5.96371336405601,-3.05035875433479,0
"c..6.01016432355445..0.100000001490116.",2021-01-10 05:00:00,10,5,-5.115083513349,-5.57223834389609,-2.95508216103217,0
